DB16_ID,AS_ID,DB16_NAME,AS_NAME,PREFIX,P_ID,P_NAME,NOTE,,,,
1883,393,Thành phố Long Xuyên,Long Xuyên,Thành phố,30,An Giang,1,,,,
1884,389,Thành phố Châu Đốc,Châu Đốc,Thị xã,30,An Giang,Sai prefix,,,,
1886,388,Huyện An Phú,An Phú,Huyện,30,An Giang,1,,,,
1887,395,Thị xã Tân Châu,Tân Châu,Thị xã,30,An Giang,1,,,,
1888,394,Huyện Phú Tân,Phú Tân,Huyện,30,An Giang,1,,,,
1889,390,Huyện Châu Phú,Châu Phú,Huyện,30,An Giang,1,,,,
1890,397,Huyện Tịnh Biên,Tịnh Biên,Huyện,30,An Giang,1,,,,
1891,398,Huyện Tri Tôn,Tri Tôn,Huyện,30,An Giang,1,,,,
1892,391,Huyện Châu Thành,Châu Thành,Huyện,30,An Giang,1,,,,
1893,392,Huyện Chợ Mới,Chợ Mới,Huyện,30,An Giang,1,,,,
1894,396,Huyện Thoại Sơn,Thoại Sơn,Huyện,30,An Giang,1,,,,
1747,145,Thành phố Vũng Tàu,Vũng Tàu,Thành phố,10,Bà Rịa - Vũng Tàu,1,,,,
1748,139,Thành phố Bà Rịa,Bà Rịa,Thị xã,10,Bà Rịa - Vũng Tàu,Sai prefix,,,,
1750,140,Huyện Châu Đức,Châu Đức,Huyện,10,Bà Rịa - Vũng Tàu,1,,,,
1751,146,Huyện Xuyên Mộc,Xuyên Mộc,Huyện,10,Bà Rịa - Vũng Tàu,1,,,,
1752,143,Huyện Long Điền,Long Điền,Huyện,10,Bà Rịa - Vũng Tàu,1,,,,
1753,142,Huyện Đất Đỏ,Đất Đỏ,Huyện,10,Bà Rịa - Vũng Tàu,1,,,,
1754,144,Huyện Tân Thành,Tân Thành,Huyện,10,Bà Rịa - Vũng Tàu,1,,,,
1755,141,Huyện Côn Đảo,Côn Đảo,Huyện,10,Bà Rịa - Vũng Tàu,1,,,,
1213,367,Thành phố Bắc Giang,Bắc Giang,Thành phố,28,Bắc Giang,1,,,,
1215,376,Huyện Yên Thế,Yên Thế,Huyện,28,Bắc Giang,1,,,,
1216,373,Huyện Tân Yên,Tân Yên,Huyện,28,Bắc Giang,1,,,,
1217,369,Huyện Lạng Giang,Lạng Giang,Huyện,28,Bắc Giang,1,,,,
1218,370,Huyện Lục Nam,Lục Nam,Huyện,28,Bắc Giang,1,,,,
1219,371,Huyện Lục Ngạn,Lục Ngạn,Huyện,28,Bắc Giang,1,,,,
1220,372,Huyện Sơn Động,Sơn Động,Huyện,28,Bắc Giang,1,,,,
1221,375,Huyện Yên Dũng,Yên Dũng,Huyện,28,Bắc Giang,1,,,,
1222,374,Huyện Việt Yên,Việt Yên,Huyện,28,Bắc Giang,1,,,,
1223,368,Huyện Hiệp Hòa,Hiệp Hòa,Huyện,28,Bắc Giang,1,,,,
1058,690,Thành phố Bắc Kạn,Bắc Kạn,Thị xã,62,Bắc Kạn,Sai prefix,,,,
1060,696,Huyện Pác Nặm,Pác Nặm,Huyện,62,Bắc Kạn,1,,,,
1061,689,Huyện Ba Bể,Ba Bể,Huyện,62,Bắc Kạn,1,,,,
1062,695,Huyện Ngân Sơn,Ngân Sơn,Huyện,62,Bắc Kạn,1,,,,
1063,691,Huyện Bạch Thông,Bạch Thông,Huyện,62,Bắc Kạn,1,,,,
1064,692,Huyện Chợ Đồn,Chợ Đồn,Huyện,62,Bắc Kạn,1,,,,
1065,693,Huyện Chợ Mới,Chợ Mới,Huyện,62,Bắc Kạn,1,,,,
1066,694,Huyện Na Rì,Na Rì,Huyện,62,Bắc Kạn,1,,,,
1954,626,Thành phố Bạc Liêu,Bạc Liêu,Thành phố,55,Bạc Liêu,1,,,,
1956,630,Huyện Hồng Dân,Hồng Dân,Huyện,55,Bạc Liêu,1,,,,
1957,631,Huyện Phước Long,Phước Long,Huyện,55,Bạc Liêu,1,,,,
1958,632,Huyện Vĩnh Lợi,Vĩnh Lợi,Huyện,55,Bạc Liêu,1,,,,
1959,628,Thị xã Giá Rai,Giá Rai,Huyện,55,Bạc Liêu,Sai prefix,,,,
1960,627,Huyện Đông Hải,Đông Hải,Huyện,55,Bạc Liêu,1,,,,
1961,629,Huyện Hoà Bình,Hòa Bình,Huyện,55,Bạc Liêu,0.857,,,,
1256,217,Thành phố Bắc Ninh,Bắc Ninh,Thành phố,17,Bắc Ninh,1,,,,
1258,224,Huyện Yên Phong,Yên Phong,Huyện,17,Bắc Ninh,1,,,,
1259,220,Huyện Quế Võ,Quế Võ,Huyện,17,Bắc Ninh,1,,,,
1260,222,Huyện Tiên Du,Tiên Du,Huyện,17,Bắc Ninh,1,,,,
1261,223,Thị xã Từ Sơn,Từ Sơn,Thị xã,17,Bắc Ninh,1,,,,
1262,221,Huyện Thuận Thành,Thuận Thành,Huyện,17,Bắc Ninh,1,,,,
1263,218,Huyện Gia Bình,Gia Bình,Huyện,17,Bắc Ninh,1,,,,
1264,219,Huyện Lương Tài,Lương Tài,Huyện,17,Bắc Ninh,1,,,,
1829,460,Thành phố Bến Tre,Bến Tre,Thành phố,37,Bến Tre,1,,,,
1831,462,Huyện Châu Thành,Châu Thành,Huyện,37,Bến Tre,1,,,,
1832,463,Huyện Chợ Lách,Chợ Lách,Huyện,37,Bến Tre,1,,,,
1833,466,Huyện Mỏ Cày Nam,Mỏ Cày Nam,Huyện,37,Bến Tre,1,,,,
1834,464,Huyện Giồng Trôm,Giồng Trôm,Huyện,37,Bến Tre,1,,,,
1835,461,Huyện Bình Đại,Bình Đại,Huyện,37,Bến Tre,1,,,,
1836,459,Huyện Ba Tri,Ba Tri,Huyện,37,Bến Tre,1,,,,
1837,467,Huyện Thạnh Phú,Thạnh Phú,Huyện,37,Bến Tre,1,,,,
1838,465,Huyện Mỏ Cày Bắc,Mỏ Cày Bắc,Huyện,37,Bến Tre,1,,,,
1540,343,Thành phố Qui Nhơn,Quy Nhơn,Thành phố,25,Bình Định,0.944,,,,
1542,337,Huyện An Lão,An Lão,Huyện,25,Bình Định,1,,,,
1543,340,Huyện Hoài Nhơn,Hoài Nhơn,Huyện,25,Bình Định,1,,,,
1544,339,Huyện Hoài Ân,Hoài Ân,Huyện,25,Bình Định,1,,,,
1545,342,Huyện Phù Mỹ,Phù Mỹ,Huyện,25,Bình Định,1,,,,
1546,347,Huyện Vĩnh Thạnh,Vĩnh Thạnh,Huyện,25,Bình Định,1,,,,
1547,344,Huyện Tây Sơn,Tây Sơn,Huyện,25,Bình Định,1,,,,
1548,341,Huyện Phù Cát,Phù Cát,Huyện,25,Bình Định,1,,,,
1549,338,Thị xã An Nhơn,An Nhơn,Huyện,25,Bình Định,Sai prefix,,,,
1550,345,Huyện Tuy Phước,Tuy Phước,Huyện,25,Bình Định,1,,,,
1551,346,Huyện Vân Canh,Vân Canh,Huyện,25,Bình Định,1,,,,
1718,69,Thành phố Thủ Dầu Một,Thủ Dầu Một,Thị xã,4,Bình Dương,Sai prefix,,,,
1719,63,Huyện Bàu Bàng,Bàu Bàng,Huyện,4,Bình Dương,1,,,,
1720,65,Huyện Dầu Tiếng,Dầu Tiếng,Huyện,4,Bình Dương,1,,,,
1721,64,Thị xã Bến Cát,Bến Cát,Thị xã,4,Bình Dương,1,,,,
1722,67,Huyện Phú Giáo,Phú Giáo,Huyện,4,Bình Dương,1,,,,
1723,68,Thị xã Tân Uyên,Tân Uyên,Huyện,4,Bình Dương,Sai prefix,,,,
1724,66,Thị xã Dĩ An,Dĩ An,Thị xã,4,Bình Dương,1,,,,
1725,70,Thị xã Thuận An,Thuận An,Huyện,4,Bình Dương,Sai prefix,,,,
1726,68,Huyện Bắc Tân Uyên,Tân Uyên,Huyện,4,Bình Dương,0.875,,,,
1688,326,Thị xã Phước Long,Phước Long,Thị xã,23,Bình Phước,1,,,,
1689,322,Thị xã Đồng Xoài,Đồng Xoài,Thị xã,23,Bình Phước,1,,,,
1690,316,Thị xã Bình Long,Bình Long,Thị xã,23,Bình Phước,1,,,,
1691,319,Huyện Bù Gia Mập,Bù Gia Mập,Huyện,23,Bình Phước,1,,,,
1692,324,Huyện Lộc Ninh,Lộc Ninh,Huyện,23,Bình Phước,1,,,,
1693,318,Huyện Bù Đốp,Bù Đốp,Huyện,23,Bình Phước,1,,,,
1694,323,Huyện Hớn Quản,Hớn Quản,Huyện,23,Bình Phước,1,,,,
1695,321,Huyện Đồng Phú,Đồng Phú,Huyện,23,Bình Phước,1,,,,
1696,317,Huyện Bù Đăng,Bù Đăng,Huyện,23,Bình Phước,1,,,,
1697,320,Huyện Chơn Thành,Chơn Thành,Huyện,23,Bình Phước,1,,,,
1698,325,Huyện Phú Riềng,Phú Riềng,Huyện,23,Bình Phước,1,,,,
1593,178,Thành phố Phan Thiết,Phan Thiết,Thành phố,13,Bình Thuận,1,,,,
1594,177,Thị xã La Gi,La Gi,Thị xã,13,Bình Thuận,1,,,,
1595,180,Huyện Tuy Phong,Tuy Phong,Huyện,13,Bình Thuận,1,,,,
1596,171,Huyện Bắc Bình,Bắc Bình,Huyện,13,Bình Thuận,1,,,,
1597,175,Huyện Hàm Thuận Bắc,Hàm Thuận Bắc,Huyện,13,Bình Thuận,1,,,,"'', '', 'Huyện', '13'"
1598,176,Huyện Hàm Thuận Nam,Hàm Thuận Nam,Huyện,13,Bình Thuận,1,,,,
1599,179,Huyện Tánh Linh,Tánh Linh,Huyện,13,Bình Thuận,1,,,,
1600,173,Huyện Đức Linh,Đức Linh,Huyện,13,Bình Thuận,1,,,,
1601,174,Huyện Hàm Tân,Hàm Tân,Huyện,13,Bình Thuận,1,,,,
1602,172,Huyện Phú Quí,Đảo Phú Quý,Huyện,13,Bình Thuận,,,,,
1964,476,Thành phố Cà Mau,Cà Mau,Thành phố,39,Cà Mau,1,,,,
1966,484,Huyện U Minh,U Minh,Huyện,39,Cà Mau,1,,,,
1967,482,Huyện Thới Bình,Thới Bình,Huyện,39,Cà Mau,1,,,,
1968,483,Huyện Trần Văn Thời,Trần Văn Thời,Huyện,39,Cà Mau,1,,,,
1969,477,Huyện Cái Nước,Cái Nước,Huyện,39,Cà Mau,1,,,,
1970,478,Huyện Đầm Dơi,Đầm Dơi,Huyện,39,Cà Mau,1,,,,
1971,479,Huyện Năm Căn,Năm Căn,Huyện,39,Cà Mau,1,,,,
1972,481,Huyện Phú Tân,Phú Tân,Huyện,39,Cà Mau,1,,,,
1973,480,Huyện Ngọc Hiển,Ngọc Hiển,Huyện,39,Cà Mau,1,,,,
1916,166,Quận Ninh Kiều,Ninh Kiều,Quận,12,Cần Thơ,1,,,,
1917,167,Quận Ô Môn,Ô Môn,Quận,12,Cần Thơ,1,,,,
1918,163,Quận Bình Thuỷ,Bình Thủy,Quận,12,Cần Thơ,0.857,,,,
1919,164,Quận Cái Răng,Cái Răng,Quận,12,Cần Thơ,1,,,,
1923,169,Quận Thốt Nốt,Thốt Nốt,Quận,12,Cần Thơ,1,,,,
1924,170,Huyện Vĩnh Thạnh,Vĩnh Thạnh,Huyện,12,Cần Thơ,1,,,,
1925,165,Huyện Cờ Đỏ,Cờ Đỏ,Huyện,12,Cần Thơ,1,,,,
1926,168,Huyện Phong Điền,Phong Điền,Huyện,12,Cần Thơ,1,,,,
1927,162,Huyện Thới Lai,Thới Lai,Huyện,12,Cần Thơ,1,,,,
1040,699,Thành phố Cao Bằng,Cao Bằng,Thị xã,63,Cao Bằng,Sai prefix,,,,
1042,698,Huyện Bảo Lâm,Bảo Lâm,Huyện,63,Cao Bằng,1,,,,
1043,697,Huyện Bảo Lạc,Bảo Lạc,Huyện,63,Cao Bằng,1,,,,
1044,707,Huyện Thông Nông,Thông Nông,Huyện,63,Cao Bằng,1,,,,
1045,701,Huyện Hà Quảng,Hà Quảng,Huyện,63,Cao Bằng,1,,,,
1046,708,Huyện Trà Lĩnh,Trà Lĩnh,Huyện,63,Cao Bằng,1,,,,
1047,709,Huyện Trùng Khánh,Trùng Khánh,Huyện,63,Cao Bằng,1,,,,
1048,700,Huyện Hạ Lang,Hạ Lang,Huyện,63,Cao Bằng,1,,,,
1049,705,Huyện Quảng Uyên,Quảng Uyên,Huyện,63,Cao Bằng,1,,,,
1050,704,Huyện Phục Hoà,Phục Hòa,Huyện,63,Cao Bằng,0.857,,,,
1051,702,Huyện Hoà An,Hòa An,Huyện,63,Cao Bằng,0.833,,,,
1052,703,Huyện Nguyên Bình,Nguyên Bình,Huyện,63,Cao Bằng,1,,,,
1053,706,Huyện Thạch An,Thạch An,Huyện,63,Cao Bằng,1,,,,
1490,59,Quận Liên Chiểu,Liên Chiểu,Quận,3,Đà Nẵng,1,,,,
1491,62,Quận Thanh Khê,Thanh Khê,Quận,3,Đà Nẵng,1,,,,
1492,56,Quận Hải Châu,Hải Châu,Quận,3,Đà Nẵng,1,,,,
1493,61,Quận Sơn Trà,Sơn Trà,Quận,3,Đà Nẵng,1,,,,
1494,60,Quận Ngũ Hành Sơn,Ngũ Hành Sơn,Quận,3,Đà Nẵng,1,,,,
1495,55,Quận Cẩm Lệ,Cẩm Lệ,Quận,3,Đà Nẵng,1,,,,
1497,57,Huyện Hòa Vang,Hòa Vang,Huyện,3,Đà Nẵng,1,,,,
1498,58,Huyện Hoàng Sa,Hoàng Sa,Huyện,3,Đà Nẵng,1,,,,
1643,149,Thành phố Buôn Ma Thuột,Buôn Ma Thuột,Thành phố,11,Đắk Lắk,1,,,,
1644,148,Thị Xã Buôn Hồ,Buôn Hồ,Thị xã,11,Đắk Lắk,1,,,,
1645,152,Huyện Ea H'leo,Ea H'Leo,Huyện,11,Đắk Lắk,1,,,,
1646,154,Huyện Ea Súp,Ea Súp,Huyện,11,Đắk Lắk,1,,,,
1647,147,Huyện Buôn Đôn,Buôn Đôn,Huyện,11,Đắk Lắk,1,,,,
1648,151,Huyện Cư M'gar,Cư M'gar,Huyện,11,Đắk Lắk,1,,,,
1649,157,Huyện Krông Búk,Krông Buk,Huyện,11,Đắk Lắk,0.933,,,,
1650,158,Huyện Krông Năng,Krông Năng,Huyện,11,Đắk Lắk,1,,,,
1651,153,Huyện Ea Kar,Ea Kar,Huyện,11,Đắk Lắk,1,,,,
1652,161,Huyện M'Đrắk,M'Đrăk,Huyện,11,Đắk Lắk,0.917,,,,
1653,156,Huyện Krông Bông,Krông Bông,Huyện,11,Đắk Lắk,1,,,,
1654,159,Huyện Krông Pắc,Krông Pắc,Huyện,11,Đắk Lắk,1,,,,
1655,155,Huyện Krông A Na,Krông Ana,Huyện,11,Đắk Lắk,0.968,,,,
1656,160,Huyện Lắk,Lăk,Huyện,11,Đắk Lắk,0.889,,,,
1657,150,Huyện Cư Kuin,Cư Kuin,Huyện,11,Đắk Lắk,1,,,,
1660,473,Thị xã Gia Nghĩa,Gia Nghĩa,Thị xã,38,Đắk Nông,1,,,,
1661,469,Huyện Đăk Glong,Dăk GLong,Huyện,38,Đắk Nông,0.933,,,,
1662,468,Huyện Cư Jút,Cư Jút,Huyện,38,Đắk Nông,1,,,,
1663,470,Huyện Đắk Mil,Dăk Mil,Huyện,38,Đắk Nông,0.846,,,,
1664,474,Huyện Krông Nô,Krông Nô,Huyện,38,Đắk Nông,1,,,,
1665,472,Huyện Đắk Song,Dăk Song,Huyện,38,Đắk Nông,0.857,,,,
1666,471,Huyện Đắk R'Lấp,Dăk R'Lấp,Huyện,38,Đắk Nông,0.867,,,,
1667,475,Huyện Tuy Đức,Tuy Đức,Huyện,38,Đắk Nông,1,,,,
1094,651,Thành phố Điện Biên Phủ,Điện Biên Phủ,Thành phố,58,Điện Biên,1,,,,
1095,654,Thị Xã Mường Lay,Mường Lay,Thị xã,58,Điện Biên,1,,,,
